,adview,views,likes,dislikes,comment,published,duration,category
10997,75,661311,1021,154,85,1690,202,3
10998,2,43700,28,16,5,965,279,6
10999,1,3994,224,1,16,1411,210,3
11000,1,48112,144,2,26,1661,449,3
11001,4,94723,104,12,4,1549,257,3
11002,17,1081360,1111,93,81,340,213,3
11003,1,63129,1954,20,70,1386,241,6
11004,2,1476,18,5,0,662,281,6
11005,9,695545,4983,590,1929,1712,105,5
11006,2,1190846,2943,627,208,1439,238,6
11007,4,1956463,2490,818,101,1747,169,6
11008,2,136572,86,24,4,1800,40,3
11009,4,2480337,757,455,413,1723,228,7
11010,1,101733,89,33,26,1014,2382,3
11011,3,18094,97,5,31,1691,877,3
11012,9,614289,487,249,0,1567,545,3
11013,3,3162046,19281,1492,490,1070,236,6
11014,1,155474,4955,379,2487,722,732,7
11015,1,1186408,1983,250,74,2379,629,3
11016,1,634652,8560,231,865,576,225,5
11017,1,419212,190,41,8,1270,66,3
11018,1,216421,1635,42,352,1984,256,3
11019,1,387955,691,63,208,2004,607,4
11020,1,810,0,0,0,347,21,3
11021,1,22550,15,1,1,162,213,6
11022,1,33516,312,9,7,613,889,3
11023,1,45813,191,9,10,482,1845,2
11024,20,63263,360,5,41,2095,215,3
11025,2,1219139,6010,300,448,787,330,4
11026,4,642945,5127,142,1635,2022,686,3
11027,3,38869,743,23,72,535,309,3
11028,1,421482,1783,40,43,811,655,3
11029,1291,2039,10,0,0,1524,667,5
11030,1,3781,41,1,18,1056,620,3
11031,1,10144,20,2,1,1457,6392,4
11032,2,2129268,3412,247,515,1174,260,6
11033,1,2852195,3960,1438,478,150,694,3
11034,6,297534,689,59,67,754,340,4
11035,2,492568,1770,519,0,1700,308,3
11036,915,8782,34,1,2,2344,279,6
11037,1,9883,5,2,3,1117,47,3
11038,1,1057192,1632,411,113,1585,273,6
11039,124,3497,1,1,1,1784,110,3
11040,2,37260,560,7,103,1805,287,3
11041,12,110799,427,9,27,889,827,3
11042,4,3740,54,0,1,1038,114,6
11043,10,375369,805,107,62,285,684,3
11044,1,84918,88,17,0,766,7730,3
11045,1,5961,116,1,12,1889,1994,6
11046,1,189312,421,95,96,1961,96,0
11047,4,10945,57,9,3,1147,3066,6
11048,1,293369,74,57,5,948,107,3
11049,1,1640912,4833,220,3268,1059,733,4
11050,1,43564,310,2,10,134,795,3
11051,70,391778,4144,144,933,1066,465,1
11052,1,68170,129,7,34,1317,54,2
11053,1,14321,67,5,28,2105,462,3
11054,5,3627376,19750,1047,1182,2253,134,3
11055,1,27556,38,0,3,1027,426,3
11056,1,117249,174,36,2,2327,356,5
11057,1,44702,213,30,8,695,3406,5
11058,30,1490000,1070,447,136,371,604,3
11059,1,32967,34,7,3,1013,6564,4
11060,1,4079,1,0,0,307,224,3
11061,1,156014,1528,72,1146,51,401,3
11062,1,439918,1020,104,54,1676,177,3
11063,1,70422,506,17,126,1732,402,0
11064,1,390311,1942,173,93,1417,361,3
11065,1,393840,769,116,67,923,9999,3
11066,54,32875902,188279,18727,17996,1024,280,3
11067,1,367266,295,208,12,1617,4954,4
11068,1,10013,12,3,1,1111,97,3
11069,1,326189,1584,113,716,2004,251,4
11070,12,321120,639,45,56,442,298,4
11071,2,1746323,21089,244,2644,363,225,1
11072,3,248163,424,22,8,449,551,3
11073,1,6475,106,0,11,1489,269,4
11074,1,12615,63,2,20,1899,1051,3
11075,2,30161,85,4,11,791,1486,3
11076,1,19499,256,11,9,1278,285,1
11077,6,475725,267,81,102,1327,179,3
11078,503,1433,6,0,0,1542,129,0
11079,2,108140,188,47,37,1016,7128,4
11080,1,187789,240,30,26,2376,5191,4
11081,51,34300,358,9,18,1991,21,4
11082,165968,218737,1163,9,117,1327,340,3
11083,1,4501743,49661,2221,2260,33,229,3
11084,18,1404692,11504,619,4338,111,2100,7
11085,4,1111228,1897,257,134,657,10104,3
11086,2,685804,2830,192,109,886,196,4
11087,3,172833,430,54,51,2092,255,5
11088,1,18421,67,7,15,808,280,6
11089,1,36036,113,7,32,2130,985,0
11090,1,27570,297,16,114,870,581,3
11091,2,244820,377,45,12,81,2133,3
11092,2,39931,18,4,0,824,88,4
11093,1,2626,12,3,0,782,75,6
11094,1,787685,4937,2066,0,409,342,5
11095,2,1285119,4184,133,245,2192,183,4
11096,2,2074756,1920,670,0,2307,8254,4
11097,1,5388,5,0,0,136,311,3
11098,10,449776,376,41,15,742,459,3
11099,4,61652,162,5,30,263,138,3
11100,6,1491611,23369,247,3469,929,223,1
11101,13123,72784,455,4,6,912,122,3
11102,1,16128,90,4,16,864,407,3
11103,1,292425,892,54,90,1199,900,3
11104,45,1275766,1637,79,100,843,248,4
11105,6,432604,283,140,65,930,603,3
11106,1,230335,6811,182,1623,821,354,1
11107,1,559463,2889,239,216,2153,215,4
11108,1,70538,16,18,0,293,113,7
11109,1,193762,679,171,79,1880,181,5
11110,1,393627,1676,64,77,812,74,3
11111,1,122982,403,19,23,1385,264,4
11112,21,126523,254,33,17,605,728,6
11113,1,81097,58,22,6,163,382,3
11114,8,2141625,2756,833,1837,595,187,3
11115,8,330,6,0,0,1833,31,3
11116,4,204478,573,26,24,2359,621,3
11117,3,1989573,1922,419,137,66,142,5
11118,1,34388,659,18,104,1010,414,3
11119,2,13248,36,1,12,1254,31,3
11120,42,36961,555,10,34,834,210,6
11121,68,2440376,7991,418,238,959,684,3
11122,1,2974,12,0,1,1274,954,3
11123,27,989786,3019,343,257,1234,4478,6
11124,7,482738,1733,205,91,1023,8213,6
11125,1,269055,277,52,62,595,408,6
11126,1,25810,57,8,0,1811,7564,3
11127,1,815,0,0,0,522,9384,4
11128,1,253962,2035,171,139,173,583,5
11129,2,144067,383,42,40,2186,257,4
11130,10511,11574,18,1,0,1693,83,2
11131,1185,5734,100,6,32,1364,354,5
11132,1,559697,743,102,130,1419,932,7
11133,3,390513,3905,32,359,1686,1094,4
11134,1,18645,17,8,1,2109,7522,3
11135,12,1556,7,3,0,794,214,3
11136,29,146050,176,21,0,132,448,1
11137,2,33764,46,5,6,1151,664,4
11138,8,957597,12321,359,1317,2203,374,1
11139,2,1722948,17439,392,595,1897,323,6
11140,16,1967089,2598,595,125,1299,5436,3
11141,2,3688675,10003,696,1172,1943,162,3
11142,7,657493,646,283,42,1318,3800,6
11143,13,175954,161,36,12,2191,187,1
11144,6,941014,5131,266,364,1491,156,3
11145,1,15607,86,5,10,754,413,3
11146,2,490781,1096,83,66,971,205,3
11147,1,273567,508,26,52,1961,437,1
11148,1,189404,241,32,95,733,269,3
11149,2,4861,28,1,14,589,334,5
11150,1,9329616,9656,5836,370,773,668,4
11151,1,5735,25,0,0,293,380,6
11152,1,74250,231,6,19,1243,222,3
11153,1,30374,80,9,5,913,152,5
11154,1,3946,15,1,0,542,26,3
11155,2,3091649,1452,427,242,585,271,6
11156,1,151473,359,41,107,360,777,3
11157,3,118988,309,48,423,535,435,3
11158,837,24323,91,11,1,2317,243,6
11159,1,24448,13,7,6,58,147,4
11160,4,3254484,29204,3270,3436,377,96,3
11161,1,2383,10,0,0,1975,634,6
11162,2,383971,1919,107,1125,2078,351,4
11163,1,28012,49,15,4,1051,2319,3
11164,1,115270,499,43,53,358,1528,6
11165,1,64157,221,36,245,1663,310,6
11166,8,1040483,3140,176,115,1961,515,3
11167,1,525,7,0,3,2170,250,6
11168,1,758340,6367,140,1746,1363,120,3
11169,1,13389,268,22,111,2090,878,3
11170,1,39668,595,11,47,474,134,3
11171,53,7457816,5015,2846,790,2354,8358,4
11172,17,696750,1488,121,263,599,752,4
11173,5,5593,0,0,0,207,80,4
11174,1,112853,461,14,38,1739,216,6
11175,4,3688129,3767,1358,516,1251,253,2
11176,1,2219649,4457,175,343,2048,275,6
11177,1,1271151,5015,249,527,1449,408,3
11178,2,677845,482,70,37,1783,303,3
11179,142,6819,34,4,0,45,88,3
11180,28,192832,903,67,236,2031,384,3
11181,19,985720,1943,200,119,180,551,3
11182,1,161305,53,42,1,585,68,7
11183,3,535500,2521,419,2168,1445,493,3
11184,1,183010,414,35,114,1862,1120,0
11185,1,8350,41,1,20,1330,117,3
11186,4,12077,8,1,0,2097,204,3
11187,3,535388,417,153,63,559,2600,3
11188,385,105994,366,74,16,683,277,4
11189,1,1310181,8869,97,303,882,268,6
11190,1,24902,213,79,114,1872,88,3
11191,1,37185,53,25,0,1280,253,2
11192,1,14338,204,2,90,2151,697,3
11193,25,10310997,23876,2269,2355,465,5433,6
11194,36,19620997,54535,8775,3857,2337,264,3
11195,150,1333912,491,212,59,1887,119,3
11196,19,1366057,16667,826,4679,1629,953,3
11197,248,1518330,26781,358,1778,745,370,1
11198,1,282201,64,32,14,321,43,0
11199,5,358178,11511,305,305,2026,216,4
11200,4,155042,192,29,43,1811,787,3
11201,3,16349,222,1,108,2071,678,3
11202,3,229,0,0,1,1052,26,3
11203,1,14275,25,2,1,101,106,0
11204,54440,61925,78,5,16,691,233,6
11205,1050,4084,78,5,26,156,1597,5
11206,5478,97786,1661,39,210,1544,349,5
11207,2,326561,214,32,5,759,240,6
11208,1,57549,502,15,120,794,548,3
11209,1,217612,198,80,33,1962,650,3
11210,27,1539114,1854,735,222,1641,956,3
11211,1,2832,23,0,0,1922,178,3
11212,275,1508917,20169,294,1250,705,280,1
11213,1,9562,85,8,105,439,1593,3
11214,12,1034776,2148,238,89,58,42,3
11215,1,48403,1,0,0,733,31,3
11216,1,463674,2283,239,164,1544,313,7
11217,8,880805,6590,632,2678,1718,296,5
11218,2,819049,2411,99,206,427,266,6
11219,11,287735,238,77,80,216,613,3
11220,37,3375748,8149,916,452,2046,286,6
11221,3,158107,186,43,16,146,7337,4
11222,1,377317,773,131,231,5,2340,3
11223,1,400189,738,45,102,1573,515,1
11224,34,357882,9447,93,206,2076,166,1
11225,6,575204,3887,528,1918,448,300,3
11226,1,52741,228,27,124,773,652,3
11227,1,75405,123,12,4,1549,46,3
11228,1,41596,116,35,21,2327,128,2
11229,4,527875,1576,243,122,730,247,6
11230,1,498311,4346,308,173,912,260,1
11231,2,31242,220,2,2,1484,207,3
11232,3,319576,1850,33,141,1209,168,4
11233,2,117109,690,35,42,52,232,6
11234,1,220938,490,52,37,1989,8265,3
11235,1,66126,76,8,6,214,230,7
11236,12,222632,354,24,5,680,26,3
11237,196173,196439,2,0,0,1525,21,3
11238,6,691783,254,116,0,1325,470,2
11239,1,760979,11301,522,3369,1992,314,3
11240,36773,37718,9,7,0,923,28,3
11241,2,606153,591,196,67,346,9555,3
11242,3,2563369,21298,4113,11034,555,570,5
11243,1,1869,13,1,0,1777,140,7
11244,1,16372,529,10,67,1238,349,1
11245,1,1400,2,2,0,1719,698,3
11246,11,92051,313,14,33,1097,159,3
11247,2,5782,12,3,2,2292,145,1
11248,180,917011,34440,262,782,851,282,1
11249,1,150246,237,45,57,621,265,0
11250,1,253671,58,28,0,1384,39,7
11251,1,12560,163,2,99,1697,303,6
11252,1,158727,72,2,2,554,35,3
11253,5747,73985,458,22,42,1749,80,4
11254,2,1243126,3794,157,324,1548,211,3
11255,13,1103686,2172,511,190,1954,1170,7
11256,2160,470391,4522,76,245,799,240,3
11257,3,241619,415,63,32,183,9960,3
11258,2,151430,249,53,20,364,9536,3
11259,14923,119603,821,17,7,2065,188,3
11260,3,217560,626,93,52,1903,4933,6
11261,1,10894,109,1,33,2026,446,5
11262,6,337972,454,48,26,1767,278,6
11263,21,183329,544,19,51,1713,589,3
11264,2,205364,277,61,18,2278,315,6
11265,2,7860552,33487,2010,1077,1063,457,6
11266,1,59390,178,10,17,489,3709,6
11267,1,497503,2147,92,50,1405,45,3
11268,1,20590,59,1,17,1933,75,3
11269,3,1703655,3221,209,207,543,283,3
11270,1,101148,295,41,25,479,2977,6
11271,2,83423,106,23,56,135,205,3
11272,1,714239,3434,270,671,1802,1020,3
11273,1,8791,5,4,0,458,543,3
11274,802,1129,18,0,2,324,269,6
11275,3,609498,619,83,19,1498,620,3
11276,1,11498,114,6,1,269,232,3
11277,2,554527,3159,284,797,1090,532,1
11278,10,819629,1218,253,30,1856,119,3
11279,1,846483,871,65,51,791,214,3
11280,1,649,3,2,0,1239,382,4
11281,1,659309,777,146,61,216,15384,3
11282,1,7417,0,0,0,135,181,3
11283,15,190354,403,62,43,1583,1772,6
11284,3,269302,217,43,28,1713,630,3
11285,12,41528,421,2,22,4,189,2
11286,1,3155264,28094,1626,798,850,270,6
11287,1,506514,14070,346,1266,2211,182,3
11288,1,6427,60,2,7,499,72,3
11289,21,591481,648,117,43,333,284,6
11290,1,3544101,3268,2607,983,1825,214,4
11291,3,21668,36,0,4,1231,603,4
11292,1,39979,84,9,12,287,9319,3
11293,10,237478,1819,27,44,2077,298,6
11294,2,20740,46,3,7,1783,189,6
11295,2,253699,103,42,8,270,86,3
11296,1,206212,99,15,24,1665,111,6
11297,1,79545,357,27,42,464,2394,6
11298,2,966558,1732,177,206,581,5148,4
11299,1,156130,0,0,15,1508,146,5
11300,1,236139,353,24,175,486,814,6
11301,4,3804733,909,689,74,2286,108,7
11302,2,356110,369,63,12,1297,2163,3
11303,1,646535,1038,711,35,899,254,6
11304,13,1215271,2288,240,96,529,504,4
11305,5,78131,128,27,4,1087,226,3
11306,7,120671,57,21,7,1382,200,3
11307,2,14439,69,2,5,1479,3772,6
11308,667,7433,101,0,11,942,264,3
11309,1,1964388,8373,498,294,2094,736,3
11310,2,483,2,0,0,2113,1376,3
11311,15,273505,196,38,27,1852,340,3
11312,4,58254,435,15,24,1496,312,3
11313,1,21757,118,8,23,2026,245,3
11314,2,741340,234,191,108,437,84,3
11315,8,726744,1989,196,61,439,861,3
11316,1,45085,502,37,55,307,1332,5
11317,1,8746,195,6,11,780,199,6
11318,5,102970,445,67,23,2173,177,1
11319,1,539720,652,213,132,1066,52,3
11320,1,110860,471,6,6,2144,79,2
11321,38,338607,4749,189,690,1364,409,1
11322,2,368433,317,184,18,1528,991,2
11323,3,272501,2201,195,424,1314,698,5
11324,1,17200,10,3,0,1245,205,5
11325,2,40880,295,10,42,1260,3166,6
11326,3,3049656,6380,687,1982,35,240,1
11327,11,240427,1078,40,35,1431,396,3
11328,84,3547414,13716,1441,1104,2094,5329,6
11329,1,270,0,0,0,1787,480,4
11330,1,67697,370,16,207,767,626,3
11331,9,37782,22,3,0,1050,52,3
11332,622,986,6,0,0,1081,32,6
11333,1,750759,775,64,17,1058,224,3
11334,1,12628,486,3,47,2026,175,5
11335,2,153320,584,54,60,386,170,3
11336,57,1799,10,0,1,1561,100,3
11337,1,71267,53,8,2,1442,82,3
11338,1,189299,139,24,1,1397,129,7
11339,1,91258,339,22,110,971,473,3
11340,1,15397,13,16,0,683,107,2
11341,2,13914,25,4,2,2191,271,1
11342,7,377054,919,142,68,1172,8364,6
11343,13,437693,703,51,66,1813,1348,6
11344,1,955046,4375,673,2958,1071,171,5
11345,4,56199,185,14,22,989,9443,3
11346,2,57654,94,4,20,829,663,4
11347,1,363018,1165,50,186,2311,248,0
11348,32,3960084,17643,2068,1166,1805,233,2
11349,1,100391,985,28,375,401,366,5
11350,1,623547,1123,76,51,1556,255,6
11351,6,810158,904,405,214,1411,116,3
11352,5,1125,0,0,0,40,31,3
11353,7,2233,9,0,0,936,612,3
11354,8,1442531,17751,646,8173,1595,229,3
11355,1,338864,5142,953,322,56,162,6
11356,7,571784,1679,474,2245,210,108,3
11357,15,1979932,8669,433,491,1997,211,6
11358,13,2599702,13852,1028,5355,1961,381,1
11359,24,182925,41,27,0,2192,611,4
11360,51,2501243,10507,605,1784,1914,3427,4
11361,3,46781,72,6,6,2318,396,3
11362,2,211523,636,52,67,2368,426,0
11363,1,849,33,0,26,2012,61,4
11364,249,1626828,20219,279,1230,434,287,1
11365,3,425482,2431,63,945,365,93,7
11366,1,25130,98,6,8,767,291,3
11367,1,16293,12,4,3,2320,2367,3
11368,4,1336013,31083,826,3242,461,270,3
11369,7,145646,117,33,20,259,265,6
11370,2,80647,929,207,756,1797,200,3
11371,1,5183,28,0,1,1923,144,3
11372,10,9231136,24118,2636,3621,171,551,1
11373,60733,61779,1,0,0,424,31,3
11374,1,31996,434,27,88,1882,1959,4
11375,3,11442,46,2,8,352,692,3
11376,2,175060,511,102,103,1956,121,3
11377,18,703950,2893,248,138,750,312,3
11378,20,737649,1702,96,53,465,895,3
11379,2,42326,93,12,16,1543,2228,6
11380,56,3335679,23026,586,3752,2090,585,1
11381,1,60440,40,7,7,2375,95,3
11382,3,167399,485,28,27,963,192,4
11383,1,178393,317,51,19,1062,355,5
11384,4,11349,166,10,32,2260,439,3
11385,367,3013,12,5,0,1558,43,6
11386,2,1941,0,0,0,790,56,6
11387,1,1325498,4602,188,184,466,460,7
11388,6,173945,365,17,23,1668,424,3
11389,1,361,3,0,1,828,21,3
11390,1,587,2,0,0,2081,262,6
11391,1,838103,1644,314,231,103,397,5
11392,1,24426,160,36,60,2090,98,0
11393,2,406040,1770,136,156,1078,5927,6
11394,1,1558914,3230,678,316,2102,298,3
11395,1,4062751,12839,976,1059,245,140,3
11396,1,449573,424,206,23,2163,328,3
11397,1,495695,2978,99,1548,4,380,3
11398,1,135871,78,16,36,523,63,3
11399,2,77262,65,10,2,941,74,3
11400,32,1216109,2051,171,51,586,133,3
11401,3,64495,61,6,6,232,242,3
11402,2,317022,1075,53,144,1392,225,3
11403,5,96122,219,18,3,1889,187,5
11404,1,163591,182,29,13,208,9630,3
11405,2,4255155,22078,1040,4313,906,7647,4
11406,5,549040,2048,70,175,1353,5010,6
11407,1,5102,28,62,42,1697,207,6
11408,1,109505,807,16,24,1712,525,2
11409,1,62030,53,18,22,1723,770,4
11410,1,54047,102,24,0,274,916,2
11411,5,141495,322,47,23,479,380,6
11412,1,46973,67,8,0,899,672,3
11413,1,2005,13,0,0,2151,842,3
11414,2,22492,150,1,2,1044,255,6
11415,2,697954,736,57,116,265,357,6
11416,6,175319,1565,43,132,234,240,6
11417,91,319,0,0,0,672,20,3
11418,4,102507,394,19,31,1978,1337,6
11419,11,1138348,692,433,57,1800,131,3
11420,26,1669485,15687,1761,3446,2235,1286,3
11421,4,38117,21,5,0,1153,727,4
11422,6,493199,951,116,54,1612,772,3
11423,1,109076,340,41,414,64,791,3
11424,1,46909,84,25,11,2162,245,2
11425,1,2678181,2608,1299,387,505,83,3
11426,1,507426,1714,383,28,2110,25,3
11427,1,105180,197,4,3,1474,31,3
11428,4,1307624,2454,192,327,2266,195,3
11429,5,2517612,14358,1138,1718,2228,273,3
11430,1200,1395,1,1,0,526,39,6
11431,93,2548552,5713,1104,856,706,4056,6
11432,3,184413,203,18,17,2276,269,3
11433,1,2894,3,0,0,1627,68,2
11434,5,187807,217,51,10,971,533,7
11435,1,20196,22,4,2,1558,233,3
11436,103,1412548,374,222,32,2215,62,3
11437,1,32278,830,9,590,172,572,3
11438,2,203359,489,10,102,1287,294,6
11439,114055,1029501,28048,468,847,845,893,1
11440,14,366,1,0,0,1286,10,3
11441,54,351184,5488,85,682,737,93,6
11442,1,31611,26,9,1,302,917,4
11443,6,3926081,8069,1246,275,497,174,2
11444,8,1445475,3877,948,2488,1875,320,7
11445,15,114397,184,27,6,182,2224,3
11446,1,100681,66,15,2,1889,103,3
11447,1,16174,184,6,4,684,204,6
11448,1,35513,1729,15,190,773,176,6
11449,1,158317,1274,30,314,68,758,6
11450,4,3560921,13155,898,2465,171,472,1
11451,19,798020,2459,103,144,430,565,3
11452,1,236072,1691,36,140,1042,126,6
11453,2287,3445,24,0,5,548,461,6
11454,1,1120,11,0,3,1523,134,6
11455,1,182077,110,19,13,130,435,6
11456,19,1047069,969,322,45,792,7477,6
11457,5,182151,2748,236,1344,1187,251,1
11458,11,956413,2570,154,55,187,331,3
11459,1,33373,134,12,16,649,470,2
11460,4,164296,86,17,8,1571,139,3
11461,5255,84856,1376,25,150,1130,223,5
11462,1,61993,538,47,656,1549,354,1
11463,1,14458,160,2,175,921,768,3
11464,7,1536473,1455,730,50,1674,434,3
11465,1,173870,577,49,23,1843,346,3
11466,1,836030,1357,64,320,1944,478,3
11467,1,158184,1895,22,64,1083,846,3
11468,124,406218,3562,50,482,2266,9,1
11469,1,39856,367,33,19,1008,270,6
11470,367,28628,280,7,44,2306,1148,1
11471,2,295924,805,58,16,1209,338,3
11472,4,62200,153,5,13,738,987,1
11473,1,162092,600,33,102,1480,123,3
11474,1,157441,2613,43,1052,58,157,5
11475,2,1977,5,1,0,1307,31,3
11476,12,8054,53,0,15,1354,149,6
11477,2,811335,1391,133,407,1622,616,0
11478,50,61971,597,14,56,483,110,3
11479,2,39069,65,14,11,148,4771,4
11480,1,233308,2485,53,397,2021,868,0
11481,1,175448,33,20,17,2090,259,7
11482,16,997190,5857,129,605,1641,268,4
11483,1,3150,3,0,7,2172,874,3
11484,1,544305,12448,191,2066,1812,387,3
11485,14,8047,12,1,2,2040,303,4
11486,11,4170539,15688,652,60,1586,247,6
11487,1,508998,0,0,25,1208,300,7
11488,1,43824,912,19,54,899,70,3
11489,11298,15106,56,2,1,171,119,3
11490,1,175404,149,39,0,2022,8486,4
11491,1,1133,5,1,0,1129,21,3
11492,4,314695,664,162,33,1239,4430,3
11493,4,220648,199,79,42,247,2558,3
11494,2,393566,918,61,41,702,401,6
11495,1,110765,1028,37,360,2311,36193,6
11496,1,79952,856,15,121,728,658,3
11497,1,2811191,1821,930,639,2347,114,7
11498,80,4789362,25768,1385,1744,2026,349,3
11499,1,370695,604,95,54,2280,8723,3
11500,1,2547,21,0,1,1908,713,2
11501,2,655563,10350,337,7660,1937,494,3
11502,20,159204,1368,55,172,2014,911,4
11503,2,174122,333,17,211,1262,195,3
11504,1,170455,419,5,41,1624,502,6
11505,1,53312,124,7,3,1143,59,3
11506,5,103284,387,21,155,939,3584,3
11507,8,1782304,3278,158,318,36,70,3
11508,5,524666,6015,349,661,1090,441,1
11509,1,32155,67,6,27,1980,101,4
11510,1,14034,145,16,47,179,295,3
11511,1,3780,36,3,0,386,226,3
11512,7,4025748,20438,5792,9546,1032,432,3
11513,2,241401,5731,95,2639,1333,208,3
11514,1,4159,30,0,2,680,256,1
11515,1,34497,58,10,6,731,2167,3
11516,3,171400,626,65,40,1078,297,6
11517,2,308316,3377,93,989,1320,713,0
11518,1,3603,12,0,7,2069,616,6
11519,1,217,0,1,0,19,629,3
11520,1,988007,1275,356,141,1366,333,3
11521,64,386767,339,167,19,2027,1335,4
11522,1,354866,2053,35,104,1214,185,3
11523,5,3898,20,1,1,139,231,3
11524,1,3153,13,2,3,706,69,4
11525,3,108364,102,29,20,615,601,3
11526,2,1454625,7555,1774,4946,51,184,5
11527,1,72704,227,5,66,2308,571,3
11528,1,10365,13,1,14,129,21,4
11529,194,1260095,28544,253,2299,1153,434,1
11530,6,259836,254,40,13,135,8499,3
11531,14,6675937,29608,1897,7823,2175,1092,1
11532,4,396356,1988,56,180,1723,316,1
11533,2,1191581,9863,363,4984,555,600,5
11534,2,2613,28,2,5,201,81,3
11535,1,5214,19,0,2,2382,36,6
11536,1,28086,791,21,313,1114,176,7
11537,1,115772,384,22,22,680,383,3
11538,1,2333805,19343,262,1286,1143,151,3
11539,1,508351,0,0,17,1364,3354,6
11540,19,1122586,1038,511,556,1829,2452,3
11541,5,29968,5,0,1,1748,61,3
11542,37,1168849,417,186,91,2092,70,3
11543,9,1041798,9471,275,2987,942,880,5
11544,1,91409,1411,52,158,448,171,7
11545,3,9165,35,2,5,1236,233,5
11546,12,3275610,13542,1004,674,1362,504,6
11547,2,30605,36,1,2,962,190,3
11548,2,306293,2310,216,551,812,884,4
11549,2,232007,1736,40,344,354,232,3
11550,1,203634,1128,51,110,1370,158,3
11551,4,589679,1117,132,59,684,632,3
11552,1,176540,2096,185,129,753,61,4
11553,3,578887,514,144,70,1991,8619,3
11554,8,314140,607,140,206,2155,2047,3
11555,1,11620,330,6,180,979,992,3
11556,7,9871909,3288,2253,204,2224,146,3
11557,1,133196,410,17,24,1157,508,3
11558,1,16159,88,9,11,442,700,3
11559,4,3585,3,0,0,952,614,3
11560,5,224464,499,101,56,2036,2485,6
11561,1,17089,56,9,2,1317,183,3
11562,2,869551,19080,554,834,323,417,5
11563,1,86189,185,21,44,1229,590,6
11564,1,159539,593,35,7,867,85,3
11565,5,113115,344,19,482,1707,422,4
11566,1,109150,777,19,41,2009,319,6
11567,6,2694359,9065,1424,1310,2224,627,3
11568,1,146985,1548,21,253,288,144,6
11569,5,1656594,8071,1464,1125,1254,982,3
11570,9,610265,649,77,53,1860,544,3
11571,3,91029,142,55,11,793,656,4
11572,1,256769,1144,43,53,377,106,3
11573,4,95386,158,9,25,705,1284,3
11574,2,53711,373,21,55,1561,210,4
11575,6,28268,138,1,8,1044,938,3
11576,3,1319715,13580,197,2305,1242,410,1
11577,1,2515400,2594,1231,186,615,604,3
11578,1,968861,2225,95,103,1267,713,1
11579,3,364008,1316,72,46,284,702,3
11580,9,1578473,3115,406,113,1225,486,3
11581,6,3583567,10099,1161,484,1087,6021,6
11582,20,11495954,19826,3543,1677,1405,3087,3
11583,1,91002,281,19,1,1006,350,5
11584,3,508270,481,96,38,1924,8359,3
11585,9,56634,86,8,6,465,201,1
11586,160,18223,39,17,7,845,45,3
11587,5,3704341,7583,438,380,2265,286,6
11588,1349,2468,7,0,0,2082,210,6
11589,1,62558,596,24,50,371,4405,2
11590,6,1271336,4107,379,729,141,190,3
11591,1,468642,2441,61,37,1432,100,2
11592,12,1240489,3972,206,98,1778,540,3
11593,2,372090,5081,172,665,1327,159,1
11594,11,2576765,29832,1045,3739,2032,280,1
11595,2,207339,263,74,12,199,3407,3
11596,2,2204158,11791,250,632,233,266,6
11597,9,4362,23,0,1,1242,228,3
11598,1,480799,2016,58,83,110,307,3
11599,1,1232131,0,0,8,1222,101,3
11600,1,37152,45,28,3,1280,58,2
11601,3,6715864,8532,1064,269,832,150,3
11602,4,3662669,3507,1303,194,2109,167,2
11603,1,6107,22,5,1,787,267,5
11604,2,30531,225,4,367,451,244,3
11605,3,106109,251,10,31,316,356,0
11606,2,13426,78,2,2,1236,282,4
11607,46,41299345,112388,11764,2668,381,347,6
11608,71,77458,37,13,2,2041,95,3
11609,3,29443,55,3,12,1940,640,4
11610,50,5685318,22375,3621,2737,1950,210,6
11611,4,1705109,1900,496,223,644,8105,3
11612,3,1105892,2616,98,136,2078,635,1
11613,1,308143,502,86,142,1981,2505,3
11614,4,2731005,2898,544,62,554,80,4
11615,4,11010,99,6,242,1280,295,4
11616,8,1646104,2006,533,101,153,345,3
11617,7,5566,20,2,3,620,139,3
11618,1,87351,119,4,1,2055,133,3
11619,6,35442,85,3,44,1066,302,3
11620,1,26482,273,13,71,1010,162,4
11621,2,127059,71,40,13,2039,2170,3
11622,1,149675,348,16,39,1508,445,6
11623,1,616852,3020,132,83,2089,195,3
11624,2,92105,1289,12,113,461,779,3
11625,4,603300,5198,235,1671,1255,223,5
11626,1,18493,1034,41,106,227,168,3
11627,45,1221962,2505,264,267,725,162,4
11628,14,331564,286,69,27,1773,107,3
11629,9979,90236,548,8,3,183,126,3
11630,1,613374,4284,213,1704,2229,264,5
11631,1,226745,869,53,176,414,823,2
11632,3,893721,1517,143,48,1512,221,3
11633,1,1027402,19793,2392,1809,1143,667,4
11634,1,42920,7,6,0,1710,85,6
11635,12,308501,1355,43,122,2204,218,6
11636,1,6668,32,2,4,1644,859,3
11637,53,3539492,2847,1345,141,511,1048,4
11638,11,143954,384,19,27,225,286,6
11639,1,237724,581,44,22,874,494,3
11640,2,167691,493,26,163,1319,1496,3
11641,1,41277,463,23,110,2250,501,3
11642,14,224969,208,55,2,1087,105,3
11643,1,8674,70,1,24,936,407,3
11644,2,1667,9,0,0,108,475,2
11645,1,17801,51,1,1,1314,141,6
11646,1,38949,177,36,6,1717,3726,6
